County/State Name,Population,Median_Household_Income,People_Below_Poverty,Employed_Population,Unemployed_Population,Bachelors_Degree,Median_Home_Value,state,county,Poverty_Rate,Employment_Rate,Unemployment_Rate,Education_Rate
"Nottoway County, Virginia",15597,62161,2608,6282,331,1399,179800,51,135,16.72116432647304,94.99470739452593,5.005292605474066,8.969673655190102
"Orange County, Virginia",37208,94175,3688,18259,674,4908,337300,51,137,9.911846914642013,96.44007817039032,3.559921829609676,13.190711674908624
"Page County, Virginia",23750,59396,2234,11596,583,1629,221800,51,139,9.406315789473684,95.21307168076196,4.786928319238033,6.858947368421052
"Patrick County, Virginia",17606,50938,1859,7587,155,1577,146500,51,141,10.558900374872202,97.99793335055541,2.002066649444588,8.957173690787231
"Pittsylvania County, Virginia",60148,54115,8812,26643,1330,4823,153000,51,143,14.650528695883489,95.24541522182103,4.754584778178958,8.0185542328922
"Powhatan County, Virginia",31074,110667,963,16558,510,5425,381300,51,145,3.099053871403746,97.01195219123507,2.9880478087649402,17.45832528802214
"Prince Edward County, Virginia",21932,55082,3646,8547,193,1808,203700,51,147,16.62411088819989,97.79176201372998,2.208237986270023,8.243662228706912
"Prince George County, Virginia",42873,88225,2878,17172,964,4202,268300,51,149,6.712849578989108,94.6846052051169,5.3153947948831055,9.801040281762415
"Prince William County, Virginia",484625,128873,29306,260939,11638,82378,500600,51,153,6.047149858137735,95.73038077313933,4.269619226860667,16.99829765282435
"Pulaski County, Virginia",33771,60767,4743,15537,556,3309,182500,51,155,14.044594474549168,96.54508171254584,3.4549182874541726,9.7983476947677
"Rappahannock County, Virginia",7409,98125,700,3760,273,1167,490200,51,157,9.447968686732352,93.23084552442351,6.769154475576494,15.751113510595221
"Richmond County, Virginia",9047,64184,692,3363,96,813,214200,51,159,7.6489444014590475,97.22463139635732,2.7753686036426712,8.986404332928043
"Roanoke County, Virginia",96793,82931,6858,48126,1410,17049,267300,51,161,7.0852231049766,97.15358527131784,2.8464147286821704,17.61387703656256
"Rockbridge County, Virginia",22578,63975,1773,10655,351,2727,238700,51,163,7.8527770395960665,96.81083045611484,3.1891695438851535,12.078129152272123
"Rockingham County, Virginia",84739,78468,7902,43333,1191,9613,287900,51,165,9.325104143310636,97.32503818165483,2.674961818345162,11.344245270772607
"Russell County, Virginia",25635,49020,4592,9445,413,1850,119600,51,167,17.913009557245953,95.81050923108135,4.1894907689186445,7.216695923542033
"Scott County, Virginia",21504,45136,3729,8106,238,1569,122300,51,169,17.340959821428573,97.14765100671141,2.8523489932885906,7.2963169642857135
"Shenandoah County, Virginia",44630,64437,5440,21355,833,3896,265800,51,171,12.189110463813577,96.24571840634577,3.7542815936542273,8.729554111584136
"Smyth County, Virginia",29585,46859,4772,12373,376,2517,125800,51,173,16.12979550447862,97.05074907835909,2.949250921640913,8.507689707622106
"Southampton County, Virginia",17988,68465,1427,8254,515,1619,208800,51,175,7.93306648877029,94.1270384308359,5.872961569164101,9.000444740938402
"Spotsylvania County, Virginia",143876,109576,9974,75169,3940,19808,375000,51,177,6.932358419750341,95.01953001554817,4.980469984451832,13.767410825989046
"Stafford County, Virginia",160520,133792,7940,80728,3100,26133,458800,51,179,4.946424121604784,96.3019516152121,3.698048384787899,16.28021430351358
"Surry County, Virginia",6552,71458,756,3285,163,902,235200,51,181,11.538461538461538,95.27262180974478,4.72737819025522,13.766788766788768
"Sussex County, Virginia",10793,62821,1107,4518,199,807,178500,51,183,10.256647827295469,95.7812168751325,4.2187831248675005,7.477068470304828
"Tazewell County, Virginia",39933,45788,7374,14737,703,3020,116100,51,185,18.46593043347607,95.44689119170985,4.553108808290155,7.5626674680089145
"Warren County, Virginia",41104,84331,4542,20993,1008,4356,315800,51,187,11.050019462826002,95.4183900731785,4.581609926821508,10.597508758271701
"Washington County, Virginia",53913,62774,5749,24552,912,7008,201800,51,191,10.663476341513178,96.41847313854855,3.581526861451461,12.998720160258193
"Westmoreland County, Virginia",18683,59766,2554,7700,581,1626,244000,51,193,13.67018144837553,92.98393913778528,7.016060862214708,8.703099074024514
"Wise County, Virginia",35727,50740,5807,13810,1165,2528,116500,51,195,16.253813642343324,92.220367278798,7.779632721202004,7.075880986368853
"Wythe County, Virginia",28219,55359,4354,13138,508,2317,172100,51,197,15.42932067047025,96.2772973765206,3.7227026234794076,8.210779970941564
"York County, Virginia",70590,108326,3694,33142,1423,12709,411200,51,199,5.233035840770647,95.88311876175322,4.116881238246782,18.00396656750248
"Alexandria city, Virginia",156788,113638,13037,98916,3315,37319,696800,51,510,8.315049621144475,96.75734366288113,3.242656337118878,23.80220425032528
"Bristol city, Virginia",17024,44706,3057,7704,338,1722,168700,51,520,17.95700187969925,95.79706540661526,4.20293459338473,10.115131578947368
"Buena Vista city, Virginia",6612,54458,1339,2954,66,627,153500,51,530,20.251058681185725,97.81456953642385,2.185430463576159,9.482758620689655
"Charlottesville city, Virginia",45863,69829,9701,25197,1178,7893,448400,51,540,21.152126986895755,95.53364928909953,4.466350710900474,17.209951376926934
"Chesapeake city, Virginia",251153,94189,21444,124023,6111,38094,359100,51,550,8.538221721420808,95.3040711881599,4.695928811840103,15.16764681289891
"Colonial Heights city, Virginia",18210,76250,1723,9150,337,2332,231700,51,570,9.461834157056561,96.44777063349848,3.5522293665015283,12.806150466776497
"Covington city, Virginia",5671,42724,1317,2115,50,228,80200,51,580,23.223417386704284,97.6905311778291,2.3094688221709005,4.0204549462175985
"Danville city, Virginia",42239,42778,10156,17612,870,3222,110200,51,590,24.04412983261914,95.2927172383941,4.707282761605887,7.62802149672104
"Emporia city, Virginia",5633,49375,729,2257,76,306,131100,51,595,12.941594177170245,96.7423917702529,3.257608229747107,5.432274099059116
"Fairfax city, Virginia",24478,132774,2346,13662,610,5300,677400,51,600,9.584116349374948,95.72589686098655,4.2741031390134525,21.65209575945747
"Falls Church city, Virginia",14593,154734,529,8303,525,2946,1005400,51,610,3.625025697252107,94.05301314000907,5.946986859990938,20.18776125539642
"Franklin city, Virginia",8212,65125,1340,3753,176,880,227200,51,620,16.31758402338042,95.52048867396284,4.4795113260371595,10.71602532878714
"Fredericksburg city, Virginia",28383,85368,4281,15601,719,4525,461500,51,630,15.082972201670014,95.59436274509804,4.405637254901961,15.94264172215763
"Galax city, Virginia",6698,41438,1503,2999,164,530,126800,51,640,22.439534189310244,94.81504900411002,5.184950995889978,7.912809793968349
"Hampton city, Virginia",137334,67758,17351,67155,4240,15923,234100,51,650,12.634161970087524,94.06120876812102,5.938791231878983,11.594361192421395
"Harrisonburg city, Virginia",51492,59752,11298,26681,1886,5060,278200,51,660,21.941272430668842,93.39797668638639,6.60202331361361,9.826769206867086
"Hopewell city, Virginia",22944,48681,5405,10611,991,1240,165100,51,670,23.557357043235704,91.4583692466816,8.541630753318394,5.404463040446304
"Lexington city, Virginia",7420,89598,665,2910,19,809,275300,51,678,8.962264150943396,99.351314441789,0.6486855582109935,10.902964959568733
"Lynchburg city, Virginia",79255,59808,11939,38298,1929,10511,211800,51,680,15.064033814901268,95.20471325229323,4.795286747706764,13.262254747334554
"Manassas city, Virginia",42674,117919,2838,23434,775,5805,434700,51,683,6.650419459155457,96.79871122309885,3.2012887769011527,13.60313071190889
"Manassas Park city, Virginia",16923,100668,979,10159,346,1702,381200,51,685,5.785026295574071,96.70633031889577,3.293669681104236,10.057318442356557
"Martinsville city, Virginia",13584,42434,2871,5783,256,1127,92500,51,690,21.135159010600706,95.76088756416625,4.239112435833747,8.296525323910483
"Newport News city, Virginia",184774,66718,26927,89756,5289,21332,243300,51,700,14.572937750982282,94.43526750486612,5.5647324951338835,11.544914327773387
"Norfolk city, Virginia",235037,64017,37182,109583,6678,29305,271900,51,710,15.819636908231468,94.25602738665589,5.743972613344114,12.468249679837642
"Norton city, Virginia",3620,38497,917,1551,84,254,100700,51,720,25.331491712707184,94.86238532110092,5.137614678899083,7.016574585635358
"Petersburg city, Virginia",33365,50741,6930,15940,1814,3518,157900,51,730,20.77026824516709,89.78258420637603,10.217415793623973,10.543983215944852
"Poquoson city, Virginia",12556,120919,724,6491,117,1930,403000,51,735,5.766167569289583,98.22941888619854,1.7705811138014529,15.371137304874164
"Portsmouth city, Virginia",97299,58972,16612,44471,2948,9798,229400,51,740,17.073145664395316,93.78308273055104,6.216917269448955,10.069990441833934
"Radford city, Virginia",16505,52791,4513,8652,659,1425,211700,51,750,27.343229324447137,92.92234990871012,7.077650091289872,8.633747349288095
"Richmond city, Virginia",227595,62671,40994,130491,7808,41917,328100,51,760,18.01181924031723,94.35426141909919,5.645738580900802,18.41736417759617
"Roanoke city, Virginia",98677,52671,19062,48868,2685,12180,180500,51,770,19.317571470555446,94.79176769538145,5.208232304618548,12.343301883924319
"Salem city, Virginia",25477,66716,2500,12880,440,3113,244800,51,775,9.812772304431448,96.69669669669669,3.303303303303303,12.21886407347804
"Staunton city, Virginia",25765,62586,3042,12905,647,3509,239300,51,790,11.8067145352222,95.22579693034238,4.774203069657615,13.61925092179313
"Suffolk city, Virginia",96638,90089,9454,47357,2501,13145,329600,51,800,9.782901136199012,94.98375386096514,5.016246139034859,13.602309650448063
"Virginia Beach city, Virginia",457066,90685,37541,233130,10036,79246,366300,51,810,8.21347464042392,95.87277826669846,4.127221733301531,17.337977447458353
"Waynesboro city, Virginia",22574,56364,2612,11452,438,2495,236600,51,820,11.57083370248959,96.31623212783852,3.68376787216148,11.05253831841942
"Williamsburg city, Virginia",15564,70206,1520,6974,494,1991,393200,51,830,9.766126959650476,93.3851098018211,6.614890198178896,12.792341300436904
"Winchester city, Virginia",27981,64648,5182,14804,868,3344,325900,51,840,18.519709803080662,94.46145992853496,5.538540071465033,11.95096672742218
"Adams County, Washington",20690,65042,4199,8729,354,1150,251300,53,001,20.294828419526343,96.10260927006496,3.8973907299350437,5.5582406959884
"Asotin County, Washington",22424,69107,3317,10373,597,2428,286200,53,003,14.79218694256154,94.55788514129443,5.442114858705561,10.827684623617552
"Benton County, Washington",210224,87316,23008,100263,5018,27497,369400,53,005,10.944516325443336,95.23370788651324,4.766292113486764,13.079857675622195
"Chelan County, Washington",79518,78306,7085,38337,1528,10806,454900,53,007,8.909932342362735,96.16706384046155,3.832936159538442,13.589375990341809
"Clallam County, Washington",77593,67999,8225,31389,1876,11064,385600,53,009,10.600183006199012,94.36043889974448,5.6395611002555235,14.259018210405577
"Clark County, Washington",510516,94948,42559,260148,13519,73646,487900,53,011,8.336467417279772,95.06005473805756,4.939945261942434,14.425796644963135
"Columbia County, Washington",3996,71528,357,1823,62,496,256100,53,013,8.933933933933934,96.71087533156498,3.2891246684350133,12.412412412412413
"Cowlitz County, Washington",111539,72932,14294,49301,2538,8973,367400,53,015,12.815248478110796,95.10407222361542,4.895927776384576,8.044719784111386
"Douglas County, Washington",43733,80374,3444,21918,887,4440,402900,53,017,7.875060023323348,96.11050208287656,3.8894979171234376,10.15251640637505
"Ferry County, Washington",7326,54650,1131,2754,277,635,274500,53,019,15.438165438165438,90.8611019465523,9.138898053447706,8.667758667758669
"Franklin County, Washington",97676,82755,12414,46583,2490,7269,345700,53,021,12.709365657889348,94.92592668065942,5.074073319340574,7.441950939841926
"Garfield County, Washington",2326,62411,247,972,73,261,214200,53,023,10.619088564058469,93.01435406698565,6.9856459330143545,11.22098022355976
"Grant County, Washington",100428,71115,14884,46936,2973,7995,275700,53,025,14.820567969092286,94.04315854855838,5.9568414514416235,7.960927231449396
"Grays Harbor County, Washington",76397,63539,10358,32004,2115,6461,279500,53,027,13.558124010105107,93.80110788710103,6.198892112898971,8.457138369307696
"Island County, Washington",86747,88358,5875,34895,1626,13735,535300,53,029,6.7725685038099295,95.54776703814244,4.452232961857561,15.833400578694365
"Jefferson County, Washington",33313,71143,4123,12816,983,6653,495100,53,031,12.376549695314141,92.87629538372346,7.123704616276543,19.97118242127698
"King County, Washington",2262713,122148,186954,1304643,59490,529842,811200,53,033,8.262382370190121,95.63898828046825,4.361011719531747,23.416226450283354
"Kitsap County, Washington",276581,98546,22299,127276,6125,45717,505700,53,035,8.06237594050206,95.40858014557611,4.591419854423879,16.52933498685738
"Kittitas County, Washington",44736,69928,6130,23089,1183,6588,459900,53,037,13.70261087267525,95.12607119314437,4.873928806855636,14.726394849785407
"Klickitat County, Washington",23082,70400,3155,10537,507,3144,388700,53,039,13.668659561563123,95.40927200289751,4.5907279971024995,13.621003379256564
"Lewis County, Washington",83925,69690,10756,37496,2219,7997,341500,53,041,12.816204944891272,94.41269041923707,5.587309580762936,9.528745904081024
"Lincoln County, Washington",11271,71227,1162,4863,267,1294,272300,53,043,10.309644219678821,94.7953216374269,5.204678362573099,11.48079141158726
"Mason County, Washington",66968,78359,8232,27883,1842,6977,377400,53,045,12.29243817942898,93.80319596299411,6.1968040370058874,10.418408792258989
"Okanogan County, Washington",42811,60293,7827,19200,921,4598,284200,53,047,18.28268435682418,95.42269270910988,4.577307290890115,10.740230314638762
"Pacific County, Washington",23750,62350,2709,9805,468,3108,274000,53,049,11.406315789473684,95.44436873357344,4.5556312664265555,13.086315789473685
"Pend Oreille County, Washington",13811,63750,1853,5410,363,1352,307800,53,051,13.41684164796177,93.7121080893816,6.287891910618396,9.789298385345015
"Pierce County, Washington",924106,96632,80115,462886,23332,120918,484400,53,053,8.669459997013329,95.20132944481693,4.798670555183066,13.084862559057079
"San Juan County, Washington",18266,83682,1892,8653,264,4624,726500,53,055,10.358042264316216,97.03936301446674,2.960636985533251,25.31479251067557
"Skagit County, Washington",130407,85474,14887,61137,2972,16796,486200,53,057,11.415798231690017,95.36414543979784,4.635854560202156,12.879676704471384
"Skamania County, Washington",12276,90085,1008,6092,348,1687,472600,53,059,8.211143695014663,94.59627329192547,5.403726708074534,13.742261322906485
"Snohomish County, Washington",834648,107982,65003,446727,19445,142015,644600,53,061,7.7880735351908825,95.82879280608874,4.17120719391126,17.014957203515735
"Spokane County, Washington",544323,73513,64956,267755,15346,76964,370500,53,063,11.933355746496106,94.57931974807578,5.420680251924225,14.13939884958012
"Stevens County, Washington",47470,67405,6072,19122,1006,4545,308000,53,065,12.791236570465559,95.00198728139905,4.998012718600954,9.574468085106384
"Thurston County, Washington",296640,93985,28292,143346,7504,48591,451500,53,067,9.537486515641854,95.02552204176334,4.974477958236659,16.380461165048544
"Wahkiakum County, Washington",4573,57091,714,1589,42,537,344500,53,069,15.613382899628252,97.42489270386267,2.575107296137339,11.74283839930024
"Walla Walla County, Washington",62102,72212,6738,29827,1698,6905,375600,53,071,10.849892112975427,94.61379857256146,5.386201427438541,11.118804547357573
"Whatcom County, Washington",228432,80989,28364,119342,6050,36442,536100,53,073,12.416824262800308,95.17513078984305,4.8248692101569475,15.95310639490089
"Whitman County, Washington",47042,52893,9743,25193,1634,6602,323300,53,075,20.711279282343437,93.90912140753717,6.0908785924628175,14.034267250542069
"Yakima County, Washington",256605,68015,39074,118580,8418,18944,281100,53,077,15.22729486954658,93.37154915825447,6.62845084174554,7.38255295103369
"Barbour County, West Virginia",15454,48347,3083,6373,658,807,126000,54,001,19.949527630386953,90.6414450291566,9.358554970843407,5.221949009965058
"Berkeley County, West Virginia",126165,77329,14159,66763,3174,13765,248000,54,003,11.222605318432212,95.46162975249153,4.538370247508472,10.910315856220029
"Boone County, West Virginia",21312,56152,3642,7695,675,1050,90300,54,005,17.088963963963963,91.93548387096774,8.064516129032258,4.926801801801802
"Braxton County, West Virginia",12345,44449,2236,4343,556,808,106400,54,007,18.112596192790605,88.6507450500102,11.349254949989794,6.54515998379911
"Brooke County, West Virginia",22053,52116,2552,10251,615,2225,127700,54,009,11.572121706797262,94.34014356709001,5.6598564329099945,10.089330249852628
"Cabell County, West Virginia",93300,52828,17623,43534,2514,11502,156100,54,011,18.888531618435156,94.54047949965255,5.459520500347463,12.327974276527332
"Calhoun County, West Virginia",6158,41421,2046,2057,224,308,111200,54,013,33.22507307567392,90.17974572555897,9.820254274441034,5.001623903864892
"Clay County, West Virginia",7946,42790,1952,2644,311,381,107100,54,015,24.565819280140953,89.47546531302876,10.524534686971235,4.794865341052102
"Doddridge County, West Virginia",7767,61164,966,2983,140,545,160000,54,017,12.437234453456933,95.51713096381684,4.482869036183157,7.0168662289172135
"Fayette County, West Virginia",39987,52672,7282,15591,1113,3218,104200,54,019,18.21091854852827,93.33692528735632,6.663074712643678,8.047615475029385
"Gilmer County, West Virginia",7376,50991,684,2294,186,642,83300,54,021,9.273318872017354,92.5,7.5,8.703904555314534
"Grant County, West Virginia",10972,61530,1458,5192,255,1003,167500,54,023,13.288370397375138,95.3185239581421,4.681476041857904,9.141450966095515
"Greenbrier County, West Virginia",32688,48662,6611,13737,575,3097,136300,54,025,20.224547234459127,95.98239239798771,4.017607602012297,9.474424865394028
"Hampshire County, West Virginia",23340,60299,3214,9998,720,1845,204600,54,027,13.770351328191946,93.28232879268519,6.7176712073147975,7.904884318766067
"Hancock County, West Virginia",28658,61017,4211,13761,1130,3174,119600,54,029,14.693977248935724,92.41152373917132,7.588476260828688,11.075441412520064
"Hardy County, West Virginia",14236,49302,2491,7027,398,907,159700,54,031,17.49789266647935,94.63973063973063,5.360269360269361,6.371171677437483
"Harrison County, West Virginia",65407,58326,8708,30303,1289,7372,158500,54,033,13.313559710734324,95.91985312737403,4.080146872625981,11.270964881434708
"Jackson County, West Virginia",27753,55671,4826,10765,467,2362,154600,54,035,17.389111087089685,95.84223646723646,4.157763532763533,8.510791626130509
"Jefferson County, West Virginia",58546,95523,5038,30267,1248,8646,324500,54,037,8.605199330441021,96.03998096144693,3.96001903855307,14.767874833464283
"Kanawha County, West Virginia",178198,58887,28216,81401,4475,22205,135000,54,039,15.834072211809335,94.7889980902697,5.211001909730309,12.460858146556077
"Lewis County, West Virginia",16808,52279,3222,6923,653,1377,135800,54,041,19.169443122322704,91.38067581837382,8.619324181626189,8.192527367920038
"Lincoln County, West Virginia",20170,48593,4099,7009,429,725,103400,54,043,20.322260783341598,94.2323205162678,5.767679483732186,3.5944471988101143
"Logan County, West Virginia",31826,47237,6621,11207,1101,1654,101500,54,045,20.803745365424493,91.05459863503413,8.945401364965875,5.197008734996544
"McDowell County, West Virginia",18413,29980,5054,4397,656,594,49200,54,047,27.447998696573073,87.01761329903029,12.98238670096972,3.2259816434041166
"Marion County, West Virginia",56042,67537,7414,27420,1448,6327,164300,54,049,13.229363691517076,94.9840654011362,5.015934598863794,11.289746975482675
"Marshall County, West Virginia",30129,60329,4396,13863,557,2740,139800,54,051,14.590593780078995,96.13730929264909,3.862690707350901,9.094228152278536
"Mason County, West Virginia",25214,53454,4366,9663,287,1959,127400,54,053,17.315776949313875,97.11557788944724,2.8844221105527637,7.76949313873245
"Mercer County, West Virginia",59062,47799,10372,23775,955,5678,118600,54,055,17.561206867359726,96.13829357056207,3.86170642943793,9.613626358741662
"Mineral County, West Virginia",26922,68049,3719,11949,711,2360,180400,54,057,13.813981130673799,94.38388625592417,5.616113744075829,8.766064928311417
"Mingo County, West Virginia",22979,39527,6804,6812,738,821,85600,54,059,29.60964358762348,90.22516556291392,9.774834437086092,3.572827364115062
"Monongalia County, West Virginia",106520,62704,20538,57503,2864,14422,254200,54,061,19.280886218550506,95.25568605363858,4.744313946361423,13.539241457003378
"Monroe County, West Virginia",12401,54508,1929,5076,507,888,146100,54,063,15.555197161519233,90.91886082751209,9.081139172487909,7.160712845738247
"Morgan County, West Virginia",17327,63805,1891,8440,289,1209,223100,54,065,10.91360304726727,96.68919692977431,3.3108030702256848,6.977549489236452
"Nicholas County, West Virginia",24446,49280,4323,9496,819,1872,114200,54,067,17.683874662521475,92.06010664081434,7.9398933591856515,7.657694510349342
"Ohio County, West Virginia",41904,57867,6216,19708,1134,5540,165300,54,069,14.833906071019474,94.55906342961327,5.440936570386719,13.220694921725851
"Pendleton County, West Virginia",6111,61738,982,2628,166,654,178600,54,071,16.069383079692358,94.05869720830351,5.941302791696493,10.702012763868433
"Pleasants County, West Virginia",7572,61038,565,3445,226,421,129300,54,073,7.461701003697834,93.84363933533098,6.156360664669028,5.5599577390385635
"Pocahontas County, West Virginia",7855,41200,1558,2753,292,523,139400,54,075,19.83450031826862,90.41050903119869,9.589490968801313,6.658179503500955
"Preston County, West Virginia",34204,61373,4284,14321,892,3006,157700,54,077,12.524850894632205,94.13659370275423,5.863406297245777,8.788445795813356
"Putnam County, West Virginia",57250,77871,6070,27028,878,6814,214200,54,079,10.602620087336243,96.85372321364582,3.146276786354189,11.902183406113537
"Raleigh County, West Virginia",73666,52055,15123,28849,1574,6835,142600,54,081,20.52914506013629,94.82628274660618,5.173717253393814,9.278364510086064
"Randolph County, West Virginia",27782,55057,3725,11650,816,2675,137800,54,083,13.407961989777553,93.45419541151934,6.545804588480668,9.628536462457706
"Ritchie County, West Virginia",8372,50256,1785,2994,51,662,107800,54,085,21.321070234113712,98.32512315270935,1.6748768472906401,7.907310081223125
"Roane County, West Virginia",13921,45194,2790,4704,426,949,121100,54,087,20.04166367358667,91.69590643274854,8.304093567251462,6.817039005818549
"Summers County, West Virginia",11833,42544,2105,3635,207,937,126100,54,089,17.789233499535197,94.6121811556481,5.3878188443519,7.9185329164201805
"Taylor County, West Virginia",16543,56807,2366,7253,697,1302,144000,54,091,14.30212174333555,91.23270440251572,8.767295597484278,7.870398355800036
"Tucker County, West Virginia",6698,53475,859,3138,193,652,144700,54,093,12.824723798148701,94.20594416091264,5.7940558390873615,9.734249029561063
"Tyler County, West Virginia",8181,58293,1426,3083,183,626,112100,54,095,17.4306319520841,94.39681567666871,5.603184323331292,7.651876298740985
"Upshur County, West Virginia",23758,51859,4093,9726,568,1591,160700,54,097,17.227881134775654,94.4822226539732,5.517777346026811,6.6966916407104975
"Wayne County, West Virginia",38498,55539,6015,15520,836,2772,124900,54,099,15.624188269520495,94.88872584984104,5.111274150158963,7.200374045404956
"Webster County, West Virginia",8253,42061,1812,2794,268,576,78000,54,101,21.955652490003637,91.24755062050947,8.752449379490528,6.9792802617230105
"Wetzel County, West Virginia",14233,53341,2303,5389,314,857,102800,54,103,16.18070680812197,94.49412589864984,5.505874101350167,6.021218295510433
"Wirt County, West Virginia",5131,54688,930,2027,67,429,112800,54,105,18.125121808614306,96.80038204393504,3.1996179560649476,8.36094328590918
"Wood County, West Virginia",83829,56193,12208,37730,2119,8617,153700,54,107,14.562979398537498,94.68242615874928,5.317573841250722,10.279258967660358
"Wyoming County, West Virginia",20948,48038,4699,6728,374,960,78400,54,109,22.43173572656101,94.73387778090678,5.266122219093213,4.582776398701547
"Adams County, Wisconsin",20928,59153,2785,8845,452,2122,184500,55,001,13.307530581039757,95.1382166290201,4.861783370979886,10.139525993883792
"Ashland County, Wisconsin",16050,57645,2525,7924,374,1637,160500,55,003,15.732087227414329,95.49288985297663,4.507110147023379,10.199376947040498
"Barron County, Wisconsin",46741,64619,4566,23507,727,4938,198300,55,005,9.768725530048565,97.00008252867872,2.999917471321284,10.564600671787082
"Bayfield County, Wisconsin",16410,69609,1453,7579,270,2785,228100,55,007,8.854357099329677,96.56007134666837,3.4399286533316342,16.971358927483244
"Brown County, Wisconsin",269425,77490,25754,146319,4096,41260,245900,55,009,9.558875382759581,97.27686733371007,2.7231326662899313,15.314094831585784
"Buffalo County, Wisconsin",13341,68722,1154,6960,180,1563,197600,55,011,8.650026234914925,97.47899159663865,2.5210084033613445,11.715763436024286
"Burnett County, Wisconsin",16741,61664,2178,7145,313,1974,215500,55,013,13.009975509228838,95.80316438723519,4.196835612764816,11.791410310017323
"Calumet County, Wisconsin",52626,87700,2964,29542,642,8793,252100,55,015,5.632197012883366,97.87304532202491,2.1269546779750863,16.708471097936382
"Chippewa County, Wisconsin",66558,74009,5892,34206,1013,8349,237700,55,017,8.852429460019833,97.12371163292542,2.8762883670745905,12.54394663301181
"Clark County, Wisconsin",34736,66250,4099,16555,541,2048,163800,55,019,11.800437586365732,96.83551708001872,3.164482919981282,5.89590050667895
"Columbia County, Wisconsin",58322,82792,4443,31281,946,7372,258700,55,021,7.618051507149961,97.06457318397617,2.935426816023831,12.64017009018895
"Crawford County, Wisconsin",16064,63496,1918,7150,219,1479,175100,55,023,11.939741035856574,97.02809065002036,2.9719093499796445,9.206922310756973
"Dane County, Wisconsin",564777,88108,57774,327177,7916,122398,366100,55,025,10.229524219293634,97.6376707361837,2.3623292638163136,21.671916526345797
"Dodge County, Wisconsin",88818,73992,6621,48153,1881,9239,218400,55,027,7.454570019590625,96.2405564216333,3.7594435783667106,10.4021707311581
"Door County, Wisconsin",30279,71785,2595,15050,509,5668,305800,55,029,8.570296244922224,96.72858152837586,3.271418471624141,18.7192443607781
"Douglas County, Wisconsin",44197,72579,4478,22919,800,6380,190400,55,031,10.131909405615765,96.62717652514861,3.3728234748513852,14.435368916442293
"Dunn County, Wisconsin",45349,71785,4504,25205,1051,5181,226200,55,033,9.931861783060265,95.99710542352224,4.0028945764777575,11.424728218924342
"Eau Claire County, Wisconsin",106328,71834,11821,60009,1869,16076,242400,55,035,11.117485516514936,96.97954038592069,3.0204596140793174,15.119253630276127
"Florence County, Wisconsin",4617,62786,384,2087,114,645,170000,55,037,8.317089018843404,94.82053611994547,5.17946388005452,13.97011046133853
"Fond du Lac County, Wisconsin",104053,73154,8792,55003,1690,10972,209800,55,039,8.449540138198802,97.01903233203394,2.9809676679660626,10.54462629621443
"Forest County, Wisconsin",9261,59727,1361,3875,135,813,170000,55,041,14.696037145016739,96.63341645885288,3.366583541147132,8.778749595076125
"Grant County, Wisconsin",51678,64349,6469,26651,736,4949,186300,55,043,12.517899299508494,97.31259356629057,2.687406433709424,9.576609001896358
"Green County, Wisconsin",37036,80248,2548,20348,730,4911,236900,55,045,6.879792634193757,96.53667330866305,3.463326691336939,13.260071281995897
"Green Lake County, Wisconsin",19165,66917,2492,9022,286,1993,206300,55,047,13.002869814766502,96.92737430167597,3.072625698324022,10.3991651447952
"Iowa County, Wisconsin",23832,83372,1815,13113,430,3280,248100,55,049,7.615810674723061,96.82492800708853,3.1750719929114672,13.763007720711649
"Iron County, Wisconsin",6164,59058,698,2777,80,845,155200,55,051,11.323815704088254,97.19985999299965,2.80014000700035,13.708630759247242
"Jackson County, Wisconsin",20971,65508,2493,9724,515,1629,186900,55,053,11.88784511945067,94.97021193475925,5.029788065240746,7.76786991559773
"Jefferson County, Wisconsin",85867,80604,6734,48089,1608,11666,253800,55,055,7.842360860400387,96.76439221683401,3.2356077831659857,13.586127383045874
"Juneau County, Wisconsin",26695,65150,3627,12384,517,2264,165200,55,057,13.586814010114253,95.99255871637857,4.007441283621425,8.48098894924143
"Kenosha County, Wisconsin",168413,79412,17302,91041,4399,22620,247800,55,059,10.273553704286487,95.39082145850797,4.609178541492037,13.431267182462161
"Kewaunee County, Wisconsin",20621,80085,1559,10856,176,2072,208900,55,061,7.560254109887979,98.40464104423495,1.5953589557650472,10.04800931089666
"La Crosse County, Wisconsin",120262,70704,14383,66030,2013,17289,243200,55,063,11.959721275215779,97.04157665005953,2.958423349940479,14.37611215512797
"Lafayette County, Wisconsin",16788,72091,1783,8574,215,1653,182100,55,065,10.620681439123183,97.55376038229605,2.4462396177039483,9.846318799142244
"Langlade County, Wisconsin",19473,57258,2323,9516,326,1744,145800,55,067,11.929338057823653,96.68766510871774,3.31233489128226,8.955990345606738
"Lincoln County, Wisconsin",28403,67726,2925,14173,500,2768,177700,55,069,10.29820793578143,96.59238056293873,3.407619437061269,9.745449424356583
"Manitowoc County, Wisconsin",81314,68611,7826,41229,850,9231,172900,55,071,9.624418919251298,97.97999001877422,2.0200099812257895,11.352288658779546
"Marathon County, Wisconsin",138067,76185,12159,74232,2140,18307,205500,55,073,8.806593900063014,97.19792594144451,2.8020740585554917,13.259504443494825
"Marinette County, Wisconsin",41907,63401,3713,20109,782,4200,154600,55,075,8.860094972200349,96.25676128476377,3.743238715236226,10.02219199656382
